gamma,Re L,Im L,|L|
74.0385,-45.118437,-1599.018405,1599.654817
74.0585,-128.091955,-1585.508379,1590.674187
74.0785,-209.842323,-1567.598972,1581.581594
74.0985,-290.132768,-1545.381498,1572.380678
74.1185,-368.732822,-1518.960166,1563.075135
74.1385,-445.419034,-1488.451663,1553.668713
74.1585,-519.975649,-1453.984699,1544.165205
74.1785,-592.195263,-1415.699506,1534.568448
74.1985,-661.879446,-1373.747311,1524.882315
74.2186,-728.839328,-1328.289770,1515.110715
74.2386,-792.896154,-1279.498370,1505.257583
74.2586,-853.881801,-1227.553807,1495.326881
74.2786,-911.639253,-1172.645326,1485.322587
74.2986,-966.023042,-1114.970046,1475.248698
74.3186,-1016.899642,-1054.732259,1465.109218
74.3386,-1064.147824,-992.142708,1454.908157
74.3586,-1107.658967,-927.417848,1444.649526
74.3786,-1147.337323,-860.779094,1434.337332
74.3986,-1183.100239,-792.452053,1423.975573
74.4186,-1214.878332,-722.665754,1413.568234
74.4386,-1242.615617,-651.651859,1403.119281
74.4586,-1266.269595,-579.643885,1392.632658
74.4786,-1285.811284,-506.876409,1382.112279
74.4986,-1301.225216,-433.584291,1371.562030
74.5186,-1312.509379,-360.001887,1360.985756
74.5386,-1319.675116,-286.362276,1350.387265
74.5586,-1322.746984,-212.896493,1339.770317
74.5786,-1321.762562,-139.832783,1329.138622
74.5986,-1316.772217,-67.395852,1318.495837
74.6187,-1307.838837,4.193843,1307.845562
74.6387,-1295.037509,74.720804,1297.191331
74.6587,-1278.455167,143.975166,1286.536616
74.6787,-1258.190200,211.753357,1275.884816
74.6987,-1234.352021,277.858725,1265.239259
74.7187,-1207.060603,342.102137,1254.603193
74.7387,-1176.445986,404.302554,1243.979788
74.7587,-1142.647742,464.287566,1233.372128
74.7787,-1105.814425,521.893900,1222.783213
74.7987,-1066.102982,576.967885,1212.215950
74.8187,-1023.678146,629.365890,1201.673155
74.8387,-978.711807,678.954715,1191.157549
74.8587,-931.382359,725.611945,1180.671755
74.8787,-881.874030,769.226272,1170.218297
74.8987,-830.376204,809.697761,1159.799597
74.9187,-777.082720,846.938088,1149.417973
74.9387,-722.191166,880.870724,1139.075639
74.9587,-665.902169,911.431089,1128.774702
74.9787,-608.418673,938.566652,1118.517162
74.9987,-549.945221,962.236990,1108.304909
75.0188,-490.687232,982.413812,1098.139726
75.0388,-430.850286,999.080928,1088.023285
75.0588,-370.639411,1012.234184,1077.957150
75.0788,-310.258376,1021.881355,1067.942772
75.0988,-249.909004,1028.041989,1057.981494
75.1188,-189.790483,1030.747223,1048.074551
75.1388,-130.098707,1030.039545,1038.223067
75.1588,-71.025625,1025.972532,1028.428060
75.1788,-12.758610,1018.610540,1018.690441
75.1988,44.520142,1008.028363,1009.011013
75.2188,100.634200,994.310860,999.390479
75.2388,155.413453,977.552542,989.829437
75.2588,208.694637,957.857135,980.328385
75.2788,260.321840,935.337111,970.887724
75.2988,310.146968,910.113192,961.507756
75.3188,358.030179,882.313831,952.188692
75.3388,403.840292,852.074661,942.930650
75.3588,447.455149,819.537941,933.733660
75.3788,488.761949,784.851961,924.597666
75.3988,527.657542,748.170447,915.522528
75.4189,564.048683,709.651949,906.508029
75.4389,597.852256,669.459209,897.553872
75.4589,628.995445,627.758529,888.659687
75.4789,657.415878,584.719126,879.825036
75.4989,683.061728,540.512491,871.049411
75.5189,705.891767,495.311730,862.332243
75.5389,725.875391,449.290925,853.672899
75.5589,742.992600,402.624481,845.070693
75.5789,757.233937,355.486490,836.524884
75.5989,768.600396,308.050095,828.034679
75.6189,777.103280,260.486866,819.599240
75.6389,782.764036,212.966192,811.217687
75.6589,785.614044,165.654680,802.889096
75.6789,785.694374,118.715577,794.612507
75.6989,783.055506,72.308208,786.386929
75.7189,777.757026,26.587431,778.211335
75.7389,769.867280,-18.296878,770.084674
75.7589,759.463008,-62.200322,762.005866
75.7789,746.628940,-104.984452,753.973812
75.7989,731.457375,-146.517209,745.987388
75.8190,714.047731,-186.673337,738.045457
75.8390,694.506074,-225.334764,730.146864
75.8590,672.944622,-262.390955,722.290439
75.8790,649.481239,-297.739229,714.475002
75.8990,624.238905,-331.285044,706.699364
75.9190,597.345176,-362.942247,698.962326
75.9390,568.931627,-392.633290,691.262683
75.9590,539.133295,-420.289410,683.599223
75.9790,508.088104,-445.850771,675.970733
75.9990,475.936290,-469.266570,668.375991
76.0190,442.819823,-490.495110,660.813778
76.0390,408.881825,-509.503836,653.282868
76.0590,374.265999,-526.269324,645.782037
76.0790,339.116045,-540.777252,638.310056
76.0990,303.575103,-553.022321,630.865699
76.1190,267.785184,-563.008147,623.447735
76.1390,231.886629,-570.747118,616.054934
76.1590,196.017568,-576.260215,608.686062
76.1790,160.313400,-579.576805,601.339887
76.1990,124.906286,-580.734398,594.015169
76.2191,89.924665,-579.778377,586.710671
76.2391,55.492789,-576.761695,579.425149
76.2591,21.730271,-571.744552,572.157354
76.2791,-11.248326,-564.794036,564.906034
76.2991,-43.333890,-555.983746,557.669931
76.3191,-74.423130,-545.393395,550.447779
76.3391,-104.418912,-533.108382,543.238305
76.3591,-133.230577,-519.219356,536.040228
76.3791,-160.774219,-503.821755,528.852257
76.3991,-186.972937,-487.015334,521.673091
76.4191,-211.757053,-468.903679,514.501418
76.4391,-235.064301,-449.593711,507.335915
76.4591,-256.839980,-429.195176,500.175244
76.4791,-277.037071,-407.820139,493.018057
76.4991,-295.616326,-385.582459,485.862990
76.5191,-312.546321,-362.597278,478.708668
76.5391,-327.803471,-338.980492,471.553698
76.5591,-341.372020,-314.848242,464.396675
76.5791,-353.243987,-290.316395,457.236179
76.5991,-363.419088,-265.500037,450.070776
76.6192,-371.904621,-240.512978,442.899018
76.6392,-378.715321,-215.467259,435.719444
76.6592,-383.873180,-190.472678,428.530582
76.6792,-387.407244,-165.636326,421.330945
76.6992,-389.353376,-141.062145,414.119041
76.7192,-389.753991,-116.850498,406.893367
76.7392,-388.657767,-93.097760,399.652415
76.7592,-386.119331,-69.895934,392.394673
76.7792,-382.198917,-47.332285,385.118627
76.7992,-376.962007,-25.489001,377.822768
76.8192,-370.478950,-4.442881,370.505589
76.8392,-362.824561,15.734953,363.165597
76.8592,-354.077704,34.979317,355.801312
76.8792,-344.320861,53.231193,348.411273
76.8992,-333.639684,70.437927,340.994047
76.9192,-322.122544,86.553403,333.548234
76.9392,-309.860061,101.538180,326.072476
76.9592,-296.944636,115.359596,318.565462
76.9792,-283.469973,127.991846,311.025945
76.9992,-269.530597,139.416023,303.452748
77.0193,-255.221376,149.620131,295.844781
77.0393,-240.637043,158.599058,288.201055
77.0593,-225.871720,166.354527,280.520699
77.0793,-211.018447,172.895009,272.802986
77.0993,-196.168722,178.235605,265.047351
77.1193,-181.412050,182.397899,257.253427
77.1393,-166.835498,185.409784,249.421072
77.1593,-152.523274,187.305251,241.550422
77.1793,-138.556313,188.124158,233.641929
77.1993,-125.011882,187.911970,225.696431
77.2193,-111.963209,186.719466,217.715225
77.2393,-99.479124,184.602436,209.700156
77.2593,-87.623731,181.621340,201.653737
77.2793,-76.456099,177.840957,193.579289
77.2993,-66.029977,173.330007,185.481129
77.3193,-56.393540,168.160757,177.364798
77.3393,-47.589157,162.408612,169.237363
77.3593,-39.653192,156.151690,161.107808
77.3793,-32.615834,149.470385,152.987544
77.3993,-26.500951,142.446919,144.891080
77.4194,-21.325986,135.164884,136.836923
77.4394,-17.101871,127.708783,128.848777
77.4594,-13.832987,120.163556,120.957149
77.4794,-11.517142,112.614117,113.201518
77.4994,-10.145593,105.144875,105.633223
77.5194,-9.703093,97.839276,98.319245
77.5394,-10.167972,90.779330,91.347000
77.5594,-11.512249,84.045156,84.829948
77.5794,-13.701776,77.714529,78.913160
77.5994,-16.696415,71.862447,73.776565
77.6194,-20.450238,66.560693,69.631445
77.6394,-24.911763,61.877429,66.703914
77.6594,-30.024218,57.876796,65.201052
77.6794,-35.725825,54.618533,65.264989
77.6994,-41.950118,52.157621,66.934519
77.7194,-48.626280,50.543939,70.137044
77.7394,-55.679510,49.821956,74.715695
77.7594,-63.031399,50.030433,80.473608
77.7794,-70.600345,51.202165,87.212788
77.7994,-78.301963,53.363741,94.756986
77.8195,-86.049535,56.535334,102.960024
77.8395,-93.754457,60.730526,111.705393
77.8595,-101.326704,65.956156,120.902090
77.8795,-108.675312,72.212206,130.479601
77.8995,-115.708861,79.491718,140.383310
77.9195,-122.335964,87.780737,150.570734
77.9395,-128.465765,97.058300,161.008591
77.9595,-134.008438,107.296447,171.670582
77.9795,-138.875683,118.460269,182.535724
77.9995,-142.981224,130.507995,193.587105
78.0195,-146.241295,143.391108,204.810953
78.0395,-148.575131,157.054491,216.195936
78.0595,-149.905437,171.436616,227.732636
78.0795,-150.158856,186.469754,239.413139
78.0995,-149.266416,202.080226,251.230732
78.1195,-147.163970,218.188681,263.179663
78.1395,-143.792610,234.710404,275.254952
78.1595,-139.099067,251.555652,287.452251
78.1795,-133.036086,268.630021,299.767724
78.1995,-125.562781,285.834835,312.197958
78.2196,-116.644967,303.067565,324.739891
78.2396,-106.255454,320.222266,337.390754
78.2596,-94.374329,337.190041,350.148023
78.2796,-80.989194,353.859520,363.009379
78.2996,-66.095382,370.117357,375.972682
78.3196,-49.696138,385.848751,389.035943
78.3396,-31.802763,400.937968,402.197303
78.3596,-12.434730,415.268887,415.455017
78.3796,8.380240,428.725545,428.807441
78.3996,30.606136,441.192700,442.253020
78.4196,54.198653,452.556389,455.790280
78.4396,79.105222,462.704497,469.417818
78.4596,105.265081,471.527317,483.134296
78.4796,132.609381,478.918121,496.938442
78.4996,161.061330,484.773711,510.829035
78.5196,190.536374,488.994976,524.804913
78.5396,220.942414,491.487434,538.864963
78.5596,252.180062,492.161758,553.008119
78.5796,284.142927,490.934302,567.233366
78.5996,316.717946,487.727590,581.539732
78.6197,349.785736,482.470808,595.926289
78.6397,383.220989,475.100258,610.392154
78.6597,416.892896,465.559798,624.936486
78.6797,450.665598,453.801253,639.558487
78.6997,484.398668,439.784802,654.257397
78.7197,517.947622,423.479334,669.032500
78.7397,551.164454,404.862772,683.883119
78.7597,583.898191,383.922365,698.808614
78.7797,615.995475,360.654947,713.808389
78.7997,647.301160,335.067162,728.881880
78.8197,677.658932,307.175644,744.028565
78.8397,706.911936,277.007170,759.247955
78.8597,734.903420,244.598764,774.539600
78.8797,761.477392,209.997764,789.903082
78.8997,786.479277,173.261853,805.338018
78.9197,809.756586,134.459039,820.844055
78.9397,831.159586,93.667598,836.420873
78.9597,850.541964,50.975978,852.068180
78.9797,867.761499,6.482651,867.785713
78.9997,882.680716,-39.704068,883.573233
79.0198,895.167543,-87.466251,899.430528
79.0398,905.095951,-136.676625,915.357406
79.0598,912.346580,-187.198885,931.353694
79.0798,916.807351,-238.888046,947.419240
79.0998,918.374060,-291.590834,963.553905
79.1198,916.950949,-345.146115,979.757564
79.1398,912.451252,-399.385370,996.030100
79.1598,904.797716,-454.133194,1012.371407
79.1798,893.923097,-509.207841,1028.781381
79.1998,879.770618,-564.421795,1045.259921
79.2198,862.294396,-619.582375,1061.806924
79.2398,841.459842,-674.492371,1078.422285
79.2598,817.244008,-728.950708,1095.105887
79.2798,789.635913,-782.753128,1111.857606
79.2998,758.636813,-835.692909,1128.677302
79.3198,724.260436,-887.561587,1145.564817
79.3398,686.533177,-938.149716,1162.519975
79.3598,645.494237,-987.247622,1179.542571
79.3798,601.195727,-1034.646191,1196.632376
79.3998,553.702718,-1080.137651,1213.789127
79.4199,503.093245,-1123.516367,1231.012526
79.4399,449.458264,-1164.579644,1248.302238
79.4599,392.901559,-1203.128524,1265.657884
79.4799,333.539599,-1238.968588,1283.079041
79.4999,271.501346,-1271.910749,1300.565236
79.5199,206.928015,-1301.772038,1318.115944
79.5399,139.972785,-1328.376381,1335.730583
79.5599,70.800458,-1351.555363,1353.408513
79.5799,-0.412924,-1371.148969,1371.149032
79.5999,-73.480515,-1387.006317,1388.951370
79.6199,-148.205138,-1398.986352,1406.814692
79.6399,-224.379818,-1406.958534,1424.738088
79.6599,-301.788339,-1410.803480,1442.720576
79.6799,-380.205861,-1410.413586,1460.761096
79.6999,-459.399565,-1405.693611,1478.858508
79.7199,-539.129338,-1396.561227,1497.011591
79.7399,-619.148504,-1382.947529,1515.219039
79.7599,-699.204572,-1364.797501,1533.479459
79.7799,-779.040032,-1342.070446,1551.791369
79.7999,-858.393172,-1314.740367,1570.153199
79.8200,-936.998918,-1282.796296,1588.563284
79.8400,-1014.589709,-1246.242585,1607.019868
79.8600,-1090.896383,-1205.099135,1625.521099
79.8800,-1165.649085,-1159.401582,1644.065029
79.9000,-1238.578190,-1109.201425,1662.649613
79.9200,-1309.415237,-1054.566101,1681.272709
79.9400,-1377.893871,-995.579003,1699.932078
79.9600,-1443.750795,-932.339446,1718.625381
79.9800,-1506.726715,-864.962576,1737.350181
80.0000,-1566.567294,-793.579215,1756.103943
